"cellcode","bio1","bio10","bio12","bio15","bio4"
"50kmE350N235",13.5682718494678,20.9787942560041,818.183510769992,14.8799702896756,565.275588016837
"50kmE355N235",13.5053907022749,21.0750989119684,754.117260138475,13.4185954500492,578.954179030662
"50kmE360N235",13.3883189122373,21.0176143386894,768.069443757728,13.8900618046973,580.326254635354
"50kmE365N235",12.4562931885488,20.0265054294176,930.617744323792,15.6535784797631,571.284476801582
"50kmE370N235",10.6574722564735,18.2231935881628,1141.43837237978,17.8202466091245,565.078051787916
"50kmE375N235",9.61942800788959,17.3614644970415,1117.05498027614,23.690557199211,577.609393491126
"50kmE380N235",10.0400787789266,17.997513540128,1490.51499261448,38.5023387493845,589.250344657803
"50kmE385N235",13.7539389463318,22.4085918266863,1074.65999507632,39.8365583456425,641.873289020186
"50kmE390N235",12.4976377952756,21.1699803149607,1003.55954724409,32.8587106299212,649.178592519687
"50kmE395N235",9.1156419085096,17.5787014264633,1012.03922774225,29.7974422036399,647.216453516969
"50kmE400N235",6.47094395280235,15.444714847591,1223.62568829892,25.6133480825959,696.451081612588
"50kmE405N235",2.0449115044248,11.1036135693215,1320.15012291052,26.0896263520157,691.087463126843
"50kmE340N240",14.4046617466176,20.3903444034438,1037.17052890529,30.5217466174662,457.792890528907
"50kmE345N240",13.7581446850394,20.8289370078735,963.764517716535,20.3162893700787,541.553371062991
"50kmE350N240",13.5259764185703,20.9058585114226,848.673716531565,15.0756079587325,562.828592483417
"50kmE355N240",13.3191552062869,20.8199901768173,850.763064833004,13.2034626719057,572.245260314337
"50kmE360N240",12.7831208629566,20.2717455258641,896.967467516548,12.470262319196,568.638293699435
"50kmE365N240",12.034044117647,19.5428676470588,1069.32889705882,14.534681372549,567.387475490197
"50kmE370N240",10.7420910871694,18.3306562193928,1366.30587659158,17.2803379040156,568.892678746327
"50kmE375N240",8.09518337408314,15.7199755501223,1169.11004889976,19.1388264058679,568.444718826406
"50kmE380N240",7.52140063554144,15.2645441212418,1166.81698851137,27.1779271571743,578.612710828648
"50kmE385N240",9.97689958465676,18.049584656731,1353.34952357684,36.805741509895,602.199462496949
"50kmE390N240",11.8420146520146,20.3676068376069,1152.27250305251,30.0283272283272,643.607423687424
"50kmE395N240",7.31926079531592,15.786399121737,1352.5941205172,18.5398145889241,650.140351305195
"50kmE400N240",1.4830324469383,10.8294584044889,1670.42690900219,19.4718223957063,717.303952183458
"50kmE405N240",2.22357386640664,11.6597025841053,1109.90958069235,25.4691126279863,723.037786445634
"50kmE340N245",14.2612224938871,19.9823960880196,955.013887530562,34.8386063569681,435.807139364305
